,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
3036,2020-10-02,3,1,1227,Jiří,Sedláček,Ing.,,64.0,jednatel společnosti,Tachov,560715.0,99.0,1227.0,A,1613,5.64,5.64459686450167,0,0,0,0.0,0.0,0,0,Trikolóra hnutí občanů
3037,2020-10-02,3,2,720,Markéta,Monsportová,,,48.0,manažerka a kulturní aktivistka,Velká Hleďsebe,539279.0,720.0,720.0,A,3960,13.85,13.85778275475923,0,0,0,0.0,0.0,0,0,Česká pirátská strana
3038,2020-10-02,3,3,768,Jaroslava,Brožová Lampertová,Ing.,,66.0,starostka obce Velká Hleďsebe,Velká Hleďsebe,539279.0,768.0,768.0,A,4927,17.24,17.24174132138857,2,0,3091,29.68,29.68119838678701,0,0,ANO 2011
3039,2020-10-02,3,4,47,Josef,Švarcbek,RSDr.,,65.0,velitel výjezdové jednotky SDH Planá,Planá,535176.0,47.0,47.0,A,2506,8.76,8.76959686450167,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
3040,2020-10-02,3,5,166,Miroslav,Plevný,,,54.0,vysokoškolský učitel na Fakultě ekonomické ZČU,Cheb,554481.0,99.0,166.0,A,7840,27.43,27.43561030235162,2,0,7323,70.31,70.31880161321298,1,0,STAROSTOVÉ A NEZÁVISLÍ
3041,2020-10-02,3,6,1449,Svatava,Štěrbová,Mgr.,,49.0,právnička a zastupitelka města Kladruby,Kladruby,559920.0,5.0,5.0,A,1379,4.82,4.82572788353863,0,0,0,0.0,0.0,0,0,ZELENÍ a SENÁTOR 21
3042,2020-10-02,3,7,785,Martin,Lojda,,,65.0,realitní makléř,Karlovy Vary,554961.0,1205.0,785.0,A,119,0.41,0.41643337066069,0,0,0,0.0,0.0,0,0,Zdraví Sport Prosperita
3043,2020-10-02,3,8,7,Miroslav,Nenutil,Mgr.,,62.0,senátor,Stříbro,561215.0,7.0,7.0,A,4142,14.49,14.49468085106382,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
3044,2020-10-02,3,9,1114,Josef,Kvasnička,JUDr.,,70.0,právník,Plesná,554740.0,1179.0,1114.0,A,2090,7.31,7.31382978723404,0,0,0,0.0,0.0,0,0,Svoboda a přímá demokracie (SPD)
3045,2020-10-02,6,1,1477,Vladimír,Drápal,Mgr.,,56.0,"kurátor a produkční městské galerie, vydavatel",Louny,565971.0,99.0,53.0,A,7884,20.63,20.63064241789873,2,0,7252,41.6,41.60403878148126,0,0,"Koalice ODS, TOP 09, KDU-ČSL a KAN"
