,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
2252,2014-01-10,80,1,792,Pavel,Talaš,MUDr.,,68.0,lékař,Napajedla,585513.0,99.0,792.0,A,2967,12.92,12.92641484773232,0,0,0,0.0,0.0,0,0,Úsvit přímé demokracie Tomia Okamury
2253,2014-01-10,80,2,88,Jana,Juřenčáková,Ing.,,51.0,"daňový poradce, předs. SMS ČR",Rokytnice,556980.0,99.0,88.0,A,2949,12.84,12.84799372631028,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
2254,2014-01-10,80,3,47,Radomír,Rafaja,,,69.0,pracovník v pohostinství,Zlín,585068.0,47.0,47.0,A,1686,7.34,7.34544503986407,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
2255,2014-01-10,80,4,720,Luděk,Maděra,Ing.,,70.0,IT v důchodu,Zlín,585068.0,99.0,720.0,A,359,1.56,1.56406569947283,0,0,0,0.0,0.0,0,0,Česká pirátská strana
2256,2014-01-10,80,5,53,Libor,Lukáš,,,52.0,stavební technik,Pitín,592498.0,53.0,53.0,A,3792,16.52,16.52071624624232,2,0,5925,36.83,36.83327116747482,0,0,Občanská demokratická strana
2257,2014-01-10,80,6,1,Patrik,Kunčar,Bc.,,40.0,starosta,Uherský Brod,592731.0,1.0,1.0,A,5363,23.36,23.36513745479893,2,0,10161,63.16,63.16672883252517,1,0,Křesťan.a demokrat.unie-Českosl.strana lidová
2258,2014-01-10,80,7,643,Zuzana,Zdráhalová Lapčíková,Mgr.,,45.0,"hudebnice, pedagožka",Topolná,592692.0,99.0,166.0,A,1613,7.02,7.02740382520803,0,0,0,0.0,0.0,0,0,STAROSTOVÉ A NEZÁVISLÍ a Zlínské hnutí nezávislých
2259,2014-01-10,80,8,714,Jiří,Remeš,,,45.0,"OSVČ, realitní činnost",Otrokovice,585599.0,714.0,714.0,A,529,2.3,2.30470962401429,0,0,0,0.0,0.0,0,0,Strana svobodných občanů
2260,2014-01-10,80,9,7,Milena,Kovaříková,Mgr.,,55.0,předs. Výboru Zastup.ZL kraje,Brumov-Bylnice,585114.0,7.0,7.0,A,3695,16.09,16.0981135363569,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
2261,2014-01-10,80,10,2,Anna,Grabowská,,,54.0,expert ručního písma,Praha 1,500054.0,2.0,2.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,Česká strana národně sociální
