,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
3454,2024-09-20,2,1,1487,Josef,Vaněk,JUDr.,,75.0,"právník, živnostník v oblasti cestovního ruchu, zastupitel obce Hazlov",Hazlov,554545.0,99.0,1114.0,A,1173,5.2,5.20824083118728,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3455,2024-09-20,2,2,768,Jana,Mračková Vildumetzová,Mgr.,,51.0,poslankyně Parlamentu ČR,Karlovy Vary,554961.0,768.0,768.0,A,11424,50.72,50.72373679069354,1,0,0,0.0,0.0,0,0,ANO 2011
3456,2024-09-20,2,3,1270,Dana,Wittnerová,Mgr.,,60.0,středoškolská učitelka,Sokolov,560286.0,99.0,1270.0,A,743,3.29,3.29899653671965,0,0,0,0.0,0.0,0,0,SRDCEM PRO ...
3457,2024-09-20,2,4,112,Alexandr,Terek,,,44.0,starosta města,Horní Slavkov,560367.0,99.0,112.0,A,833,3.69,3.69860580765473,0,0,0,0.0,0.0,0,0,MÍSTNÍ HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST
3458,2024-09-20,2,5,1118,Jan,Picka,Bc.,,58.0,místostarosta města Sokolov,Sokolov,560286.0,1118.0,1118.0,A,2626,11.65,11.65971050528372,0,0,0,0.0,0.0,0,0,Volba pro kraj
3459,2024-09-20,2,6,166,Miroslav,Balatka,Ing.,,54.0,"geodet, patriot, baskytarista a senátor",Sokolov,560286.0,166.0,166.0,A,5723,25.41,25.41070952846106,0,0,0,0.0,0.0,0,0,STAROSTOVÉ A NEZÁVISLÍ
3460,2024-09-20,5,1,1327,Jiří,Kulhánek,PaedDr.,,62.0,"náměstek hejtmana Ústeckého kraje, bývalý starosta města Kadaň",Kadaň,563102.0,53.0,53.0,A,4221,19.53,19.53171995742908,0,0,0,0.0,0.0,0,0,"Koalice SPOLU (ODS, KDU-ČSL a TOP 09)"
3461,2024-09-20,5,2,1651,Jaroslav,Komínek,,,49.0,učitel odborného výcviku,Chomutov,562971.0,47.0,47.0,A,5043,23.33,23.33533848503077,2,0,6097,47.04,47.0483833629138,0,0,STAČILO!
3462,2024-09-20,5,3,1259,Roman,Brand,Ing.,,60.0,starosta obce Spořice,Spořice,563340.0,99.0,1259.0,A,3039,14.06,14.06228309657119,0,0,0,0.0,0.0,0,0,LEPŠÍ SEVER
3463,2024-09-20,5,4,1487,Jiří,Smetana,Ing.,MPA,53.0,živnostník v zemědělství a pivovarnictví,Praha,1.0,99.0,1227.0,A,2269,10.49,10.49928277266207,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3464,2024-09-20,5,5,1187,Přemysl,Rabas,MVDr.,,61.0,"senátor Parlamentu České republiky, ředitel zoo",Blatno,562998.0,99.0,1187.0,A,4480,20.73,20.73018370274397,2,0,6862,52.95,52.95161663708619,1,0,SEN 21
3465,2024-09-20,5,6,166,Štefan,Drozd,Ing.,,59.0,starosta,Klášterec nad Ohří,563129.0,166.0,166.0,A,2046,9.46,9.4674008606728,0,0,0,0.0,0.0,0,0,STAROSTOVÉ A NEZÁVISLÍ
3466,2024-09-20,5,7,759,Elvíra,Hahnová,Bc.,,46.0,"pěstounka, krajská zastupitelka, OSVČ",Chomutov,562971.0,759.0,759.0,A,513,2.37,2.3737911248901,0,0,0,0.0,0.0,0,0,ČSSD – Česká suverenita sociální demokracie
3467,2024-09-20,8,1,1675,Pavel,Karpíšek,Ing. Mgr.,,55.0,"učitel, starosta a senátor",Vejprnice,559580.0,53.0,53.0,A,6921,20.23,20.23033527228084,0,0,0,0.0,0.0,0,0,"Starosta a senátor, který pomáhá"
3468,2024-09-20,8,2,768,Petr,Vanka,,,60.0,"1. náměstek hejtmana pro regionální rozvoj, IT a EU",Kaznějov,559008.0,768.0,768.0,A,12126,35.44,35.44473999590774,2,0,8427,43.87,43.87006090894893,0,0,ANO 2011
3469,2024-09-20,8,3,1666,Tomáš,Rada,Ing.,,58.0,starosta města Rokycany,Rokycany,559717.0,99.0,1014.0,A,3778,11.04,11.04323170909941,0,0,0,0.0,0.0,0,0,PRO NÁŠ KRAJ
3470,2024-09-20,8,4,1487,Jaromír,Pěnkava,Ing.,,69.0,"úředník, ekonom",Rokycany,559717.0,1114.0,1114.0,A,2842,8.3,8.3072695916518,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3471,2024-09-20,8,5,166,Miroslav,Kroc,Ing. Mgr.,,57.0,"starosta obce Břasy, 1. místostarosta České obce sokolské",Břasy,559725.0,99.0,166.0,A,8544,24.97,24.97442343106018,2,0,10782,56.12,56.12993909105106,1,0,STAROSTOVÉ A NEZÁVISLÍ
3472,2024-09-20,11,1,1487,Ján,Ridzoň,Ing.,,63.0,"účetní, zastupitel města Klatovy",Klatovy,555771.0,1114.0,1114.0,A,2616,9.17,9.17604966852572,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3473,2024-09-20,11,2,7,Václav,Sladký,,,54.0,jednatel společnosti,Tlumačov,554341.0,7.0,7.0,A,1512,5.3,5.30358834052404,0,0,0,0.0,0.0,0,0,Sociální demokracie
3474,2024-09-20,11,3,720,Jan,Janda,,,43.0,oční asistent,Sušice,557153.0,720.0,720.0,A,1679,5.88,5.88936826966922,0,0,0,0.0,0.0,0,0,Česká pirátská strana
3475,2024-09-20,11,4,80,Robert,Baxa,Mgr. Bc.,LL.M.,51.0,právník,Klatovy,555771.0,99.0,80.0,A,2379,8.34,8.34473324213406,0,0,0,0.0,0.0,0,0,Nezávislý kandidát
3476,2024-09-20,11,5,47,Ivan,Maštálka,Mgr.,"LL.M., MBA",42.0,advokát,Plzeň,2.0,47.0,47.0,A,2192,7.68,7.68880002806131,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
3477,2024-09-20,11,6,1666,Stanislav,Antoš,Bc.,,57.0,starosta města Domažlice,Domažlice,553425.0,1.0,1.0,A,2660,9.33,9.33038689536637,0,0,0,0.0,0.0,0,0,PRO NÁŠ KRAJ
3478,2024-09-20,11,7,166,Libor,Picka,Ing.,,60.0,"radní Plzeňského kraje pro oblast kultury, památkové péče a cestovního ruchu, starosta Bělé nad Radbuzou",Bělá nad Radbuzou,553441.0,166.0,166.0,A,2734,9.58,9.58995404959837,0,0,0,0.0,0.0,0,0,STAROSTOVÉ A NEZÁVISLÍ
3479,2024-09-20,11,8,768,Jan,Látka,,,70.0,krajský zastupitel,Domažlice,553425.0,768.0,768.0,A,8259,28.96,28.96979901083868,2,0,8555,55.0,55.001928764305,1,0,ANO 2011
3480,2024-09-20,11,9,53,Vladislav,Vilímec,Ing.,,61.0,"senátor, ekonom",Kdyně,553786.0,53.0,53.0,A,4478,15.7,15.70732049528219,2,0,6999,44.99,44.99807123569499,0,0,Občanská demokratická strana
3481,2024-09-20,14,1,1487,Jan,Tkaczik,PhDr. Mgr.,"Ph.D., mjr. v.v.",49.0,bezpečnostní pracovník JE Temelín,Týn nad Vltavou,545201.0,1114.0,1114.0,A,2415,6.35,6.3529226074604,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3482,2024-09-20,14,2,596,Juraj,Thoma,Mgr.,,55.0,"archeolog, zastupitel, bývalý primátor Českých Budějovic",České Budějovice,544256.0,753.0,166.0,A,7912,20.81,20.81338454253696,0,0,0,0.0,0.0,0,0,Občané pro Budějovice a STAROSTOVÉ A NEZÁVISLÍ
3483,2024-09-20,14,3,47,Vojtěch,Filip,JUDr.,,69.0,advokát,České Budějovice,544256.0,47.0,47.0,A,3740,9.83,9.83848055979376,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
3484,2024-09-20,14,4,79,Václav,Kupilík,,,51.0,obchodní zástupce,České Budějovice,544256.0,99.0,79.0,A,484,1.27,1.27321513126742,0,0,0,0.0,0.0,0,0,Národní demokracie
3485,2024-09-20,14,5,768,Ladislav,Ondřich,Ing.,"MBA, LL.M.",61.0,"bývalý vojenský pilot, emeritní ředitel Letiště České Budějovice",Včelná,545228.0,99.0,768.0,A,8318,21.88,21.8814121113274,2,0,5539,31.76,31.76578539886448,0,0,ANO 2011
3486,2024-09-20,14,6,53,Zbyněk,Sýkora,Bc.,MBA,40.0,"předseda Českého paralympijského výboru, aktivní vozíčkář",České Budějovice,544256.0,53.0,53.0,A,15145,39.84,39.84058504761403,2,0,11898,68.23,68.2342146011355,1,0,Občanská demokratická strana
3487,2024-09-20,17,1,752,Pynelopi,Cimprichová,Ing. Mgr.,,65.0,"lékárnice, ekonomka, jednatelka firmy",Ostrava,4.0,752.0,752.0,A,371,1.27,1.27246535875977,0,0,0,0.0,0.0,0,0,Švýcarská demokracie (www.svycarska-demokracie.cz)
3488,2024-09-20,17,2,1531,Pavel,Fischer,,,59.0,"diplomat, senátor Parlamentu ČR",Praha,1.0,99.0,721.0,A,15638,53.63,53.63561531074221,1,0,0,0.0,0.0,0,0,TOP 09 + ODS + KDU-ČSL + STAN
3489,2024-09-20,17,3,1426,Eva,Tylová,Ing.,,64.0,"zastupitelka hl. m. Prahy a MČ Praha 12, ekoložka",Praha,1.0,99.0,720.0,A,3651,12.52,12.52229386747153,0,0,0,0.0,0.0,0,0,Piráti s podporou LES
3490,2024-09-20,17,4,1487,Milan,Urban,Dr.-Ing.,,64.0,"architekt, urbanista, zastupitel hl. města Prahy",Praha,1.0,1114.0,1114.0,A,1270,4.35,4.35587872136095,0,0,0,0.0,0.0,0,0,SPD a Trikolora
3491,2024-09-20,17,5,7,Petr,Hůla,Ing.,Ph.D.,49.0,"pracovník zahraničního obchodu, zastupitel Městské části Praha 12",Praha,1.0,7.0,7.0,A,562,1.92,1.92756207984634,0,0,0,0.0,0.0,0,0,Sociální demokracie
