,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
1439,2006-10-20,35,1,180,Karel,Kolář,,,50.0,trenér,Jablonec nad Nisou,563510.0,180.0,180.0,A,942,2.05,2.05614004452787,0,0,0,0.0,0.0,0,0,Klub sociálně demokratické orientace
1440,2006-10-20,35,2,604,Zdeněk,Joukl,Ing.,,65.0,sociální ekolog,Desná,563552.0,99.0,40.0,A,775,1.69,1.69162264809883,0,0,0,0.0,0.0,0,0,Koalice pro Českou republiku
1441,2006-10-20,35,3,103,Soňa,Paukrtová,Mgr.,,56.0,senátorka,Jablonec nad Nisou,563510.0,99.0,103.0,A,13662,29.82,29.82057886235648,2,0,14120,52.94,52.94536728036296,1,0,Strana pro otevřenou společnost
1442,2006-10-20,35,4,192,Kateřina,Kaltsogianni,,,52.0,podnikatelka,Jablonec nad Nisou,563510.0,99.0,192.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,POLITIKA 21
1443,2006-10-20,35,5,53,Jiří,Čeřovský,RNDr.,,51.0,starosta města Jablonce n. N.,Jablonec nad Nisou,563510.0,53.0,53.0,A,16783,36.63,36.63290697166804,2,0,12549,47.05,47.05463271963703,0,0,Občanská demokratická strana
1444,2006-10-20,35,6,7,Imrich,Bugár,Mgr.,,51.0,správní rada ASC DUKLA,Praha 4,500119.0,99.0,7.0,A,3661,7.99,7.99100711572881,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1445,2006-10-20,35,7,47,Věra,Picková,PhDr.,,51.0,psycholog,Semily,576964.0,47.0,47.0,A,5367,11.71,11.71475968044702,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1446,2006-10-20,35,8,181,Zbyněk,Vobořil,prof. MUDr.,DrSc.,65.0,"lékař,předn.kliniky,vš.učitel",Dvůr Králové nad Labem,579203.0,99.0,181.0,A,4624,10.09,10.09298467717291,0,0,0,0.0,0.0,0,0,Nestraníci
1447,2006-10-20,38,1,47,Václav,Jakubec,,,59.0,starosta obce,Luštěnice,536270.0,99.0,47.0,A,5101,10.95,10.95622664203788,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1448,2006-10-20,38,2,172,Marcela,Exnerová,,,52.0,spolumajitelka firmy,Praha,1.0,99.0,172.0,A,454,0.97,0.9751277975858,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný)
1449,2006-10-20,38,3,53,Jaroslav,Mitlener,MUDr.,,48.0,senátor,Mladá Boleslav,535419.0,53.0,53.0,A,19906,42.75,42.75527299282615,2,0,15056,49.45,49.4547365654973,0,0,Občanská demokratická strana
1450,2006-10-20,38,4,5,Jiří,Čejka,Ing.,,52.0,odborný poradce,Semčice,536610.0,5.0,5.0,A,2932,6.29,6.29752137119292,0,0,0,0.0,0.0,0,0,Strana zelených
1451,2006-10-20,38,5,7,Jaromír,Jermář,PhDr.,,50.0,historik,Klášter Hradiště nad Jizerou,536024.0,7.0,7.0,A,14495,31.13,31.13321018944112,2,0,15388,50.54,50.54526343450269,1,0,Česká strana sociálně demokratická
1452,2006-10-20,38,6,192,Jitka,Hořejšová,RNDr.,,54.0,spec. na zdravý životní styl,Praha 6,500178.0,99.0,192.0,A,966,2.07,2.07483139310107,0,0,0,0.0,0.0,0,0,POLITIKA 21
1453,2006-10-20,38,7,129,Zdeněk,Šverma,,,54.0,starosta obce,Josefův Důl,529613.0,129.0,129.0,A,2704,5.8,5.80780961381502,0,0,0,0.0,0.0,0,0,SNK Evropští demokraté
1454,2006-10-20,41,1,53,Karel,Šebek,,,55.0,starosta,Neveklov,530310.0,53.0,53.0,A,17739,33.48,33.4881350172736,2,0,14493,61.13,61.13126370845284,1,0,Občanská demokratická strana
1455,2006-10-20,41,2,47,Jiří,Kopsa,RSDr.,CSc.,61.0,asistent europoslance,Kladno,532053.0,47.0,47.0,A,3642,6.87,6.87546015744463,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1456,2006-10-20,41,3,7,Zdeněk,Seidl,Prof.MUDr.,CSc.,55.0,lékař,Vlašim,530883.0,7.0,7.0,A,9648,18.21,18.2137395933624,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1457,2006-10-20,41,4,1,Antonín,Podzimek,,,57.0,člen rady Středočeského kraje,Sedlec-Prčice,530573.0,99.0,1.0,A,3502,6.61,6.61116459949783,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1458,2006-10-20,41,5,5,Eva,Tylová,Ing.,,46.0,konzultantka v ekolog.a energ.,Praha 4,500119.0,5.0,5.0,A,3338,6.3,6.3015612316173,0,0,0,0.0,0.0,0,0,Strana zelených
1459,2006-10-20,41,6,192,Miroslav,Žirovnický,Ing.,,52.0,konzultant,Praha 4,500119.0,192.0,192.0,A,242,0.45,0.45685375016518,0,0,0,0.0,0.0,0,0,POLITIKA 21
1460,2006-10-20,41,7,113,Helena,Rőgnerová,Ing.,,51.0,senátorka PČR,Praha 1,500054.0,99.0,113.0,A,10362,19.56,19.56164693889109,2,0,9215,38.86,38.86873629154715,0,0,Volba pro město
1461,2006-10-20,41,8,80,Milan,Hoke,JUDr.,,45.0,soudce,Benešov,529303.0,99.0,80.0,A,4498,8.49,8.49143871174793,0,0,0,0.0,0.0,0,0,Nezávislí kandidáti
1462,2006-10-20,44,1,7,Jaroslav,Trávníček,Ing.,,63.0,"technik, zást. ředitele odboru",Chrudim,571164.0,7.0,7.0,A,7051,14.62,14.6258997282665,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1463,2006-10-20,44,2,101,Stanislav,Pecka,,,57.0,pekař - prokurista,Sobětuchy,572276.0,101.0,101.0,A,3401,7.05,7.05469933000062,0,0,0,0.0,0.0,0,0,Strana venkova - spojené občanské síly
1464,2006-10-20,44,3,24,Karel,Ledvinka,,,65.0,starobní důchodce,Vysoké Mýto,581186.0,99.0,24.0,A,157,0.32,0.32566533219938,0,0,0,0.0,0.0,0,0,Konzervativní strana
1465,2006-10-20,44,4,53,Jana,Fischerová,Ing.,CSc.,51.0,starostka města,Havlíčkův Brod,568414.0,53.0,53.0,A,16620,34.47,34.47489058059698,2,0,12001,49.95,49.95005410804961,0,0,Občanská demokratická strana
1466,2006-10-20,44,5,47,Jiří,Šimek,RSDr.,,57.0,vozmistr Českých drah,Nasavrky,571911.0,47.0,47.0,A,5971,12.38,12.38565413097139,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1467,2006-10-20,44,6,604,Josef,Kolář,Ing.,,64.0,středoškolský učitel,Nechanice,570451.0,13.0,159.0,A,230,0.47,0.47708934016469,0,0,0,0.0,0.0,0,0,Koalice pro Českou republiku
1468,2006-10-20,44,7,1,Petr,Pithart,Doc. JUDr.,,65.0,senátor Senátu Parlamentu ČR,Praha 1,500054.0,1.0,1.0,A,14779,30.65,30.65610155780041,2,0,12025,50.04,50.04994589195038,1,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1469,2006-10-20,47,1,102,Petr,Fejfar,Bc.,,47.0,senátor,Česká Skalice,573990.0,102.0,102.0,A,5377,13.94,13.94305569961622,2,0,7367,42.3,42.30747142939183,0,0,Unie svobody - Demokratická unie
1470,2006-10-20,47,2,88,Dušica,Zimová,,,55.0,svobodné povolání,Praha 6,500178.0,88.0,88.0,A,790,2.04,2.04854268229436,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1471,2006-10-20,47,3,604,Richard,Knot,PhDr,,54.0,vydavatel,Praha 5,500143.0,9.0,9.0,A,104,0.26,0.26968156830204,0,0,0,0.0,0.0,0,0,Koalice pro Českou republiku
1472,2006-10-20,47,4,1,Karel,Nývlt,Ing.,,60.0,místostarosta Nové Město n.Met,Nové Město nad Metují,574279.0,99.0,1.0,A,5099,13.22,13.22217612280883,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1473,2006-10-20,47,5,129,Jan,Regner,,,61.0,"zastupitel KHK, starosta",Studnice,574481.0,129.0,129.0,A,3679,9.53,9.53998547868478,0,0,0,0.0,0.0,0,0,SNK Evropští demokraté
1474,2006-10-20,47,6,7,Jan,Uhlíř,Ing.,,62.0,důchodce,Praha 9,500216.0,99.0,7.0,A,4077,10.57,10.57203609584068,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1475,2006-10-20,47,7,47,František,Rázl,,,61.0,ekonomický poradce,Náchod,573868.0,47.0,47.0,A,4011,10.4,10.40089202364899,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1476,2006-10-20,47,8,5,František,Molík,,,49.0,Hosp. kom. vedoucí jednatel Na,Náchod,573868.0,99.0,5.0,A,2202,5.7,5.70998859039518,0,0,0,0.0,0.0,0,0,Strana zelených
1477,2006-10-20,47,9,53,Petr,Pakosta,Ing.,,49.0,daňový poradce,Náchod,573868.0,53.0,53.0,A,12385,32.11,32.11544445596929,2,0,10046,57.69,57.69252857060816,1,0,Občanská demokratická strana
1478,2006-10-20,47,10,77,Josef,Veselka,,,49.0,podnikatel,Jaroměř,574121.0,99.0,77.0,A,840,2.17,2.17819728243958,0,0,0,0.0,0.0,0,0,Česká pravice
1479,2006-10-20,50,1,7,Jiří,Havel,Doc. Ing.,CSc.,49.0,ekonom,Praha 3,500097.0,7.0,7.0,A,7157,17.18,17.18408605248625,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1480,2006-10-20,50,2,47,Miroslav,Krejčí,Ing.,,56.0,podnikatel,Moravská Třebová,578444.0,99.0,47.0,A,6702,16.09,16.09162284808758,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1481,2006-10-20,50,3,1,Václav,Koukal,,,60.0,starosta,Svitavy,577731.0,99.0,1.0,A,11939,28.66,28.66575427981464,2,0,11173,53.42,53.42609859895758,1,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1482,2006-10-20,50,4,53,Miroslav,Popelka,Bc.,,43.0,starosta města Polička,Polička,578576.0,53.0,53.0,A,15851,38.05,38.05853681961151,2,0,9740,46.57,46.57390140104241,0,0,Občanská demokratická strana
1483,2006-10-20,53,1,1,Pavel,Janata,Ing.,,46.0,senátor PČR,Třebíč,590266.0,1.0,1.0,A,7641,18.69,18.69495008807985,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1484,2006-10-20,53,2,7,Miloš,Mašek,,,61.0,starosta,Třebíč,590266.0,7.0,7.0,A,7214,17.65,17.65022509297318,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1485,2006-10-20,53,3,5,Hana,Houzarová,Bc.,,45.0,botanička,Třebíč,590266.0,5.0,5.0,A,3175,7.76,7.76815423761988,0,0,0,0.0,0.0,0,0,Strana zelených
1486,2006-10-20,53,4,53,Vítězslav,Jonáš,,,51.0,starosta,Dukovany,590576.0,53.0,53.0,A,11869,29.03,29.03944020356234,2,0,12629,52.89,52.89633507853403,1,0,Občanská demokratická strana
1487,2006-10-20,53,5,13,Petr,Hobl,Ing.,,60.0,ekonomický poradce,Třebíč,590266.0,13.0,13.0,A,468,1.14,1.14503816793893,0,0,0,0.0,0.0,0,0,Občanská demokratická aliance
1488,2006-10-20,53,6,47,Josef,Zahradníček,,,49.0,starosta obce,Studenec,591769.0,47.0,47.0,A,10505,25.7,25.70219220982579,2,0,11246,47.1,47.10366492146596,0,0,Komunistická strana Čech a Moravy
1489,2006-10-20,56,1,342,Vladimír,Schovánek,Ing.,,51.0,senátor Parlamentu ČR,Pohořelice,584801.0,102.0,102.0,A,2838,6.92,6.9288800996118,0,0,0,0.0,0.0,0,0,Volba pro lidi
1490,2006-10-20,56,2,47,Ludmila,Živná,,,54.0,vedoucí pracovnice,Hustopeče,584495.0,47.0,47.0,A,4984,12.16,12.16826582680241,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1491,2006-10-20,56,3,5,Jiří,Matuška,RNDr.,,46.0,vedoucí Správy CHKO,Mikulov,584649.0,99.0,5.0,A,3159,7.71,7.7125906394199,0,0,0,0.0,0.0,0,0,Strana zelených
1492,2006-10-20,56,4,129,Zdeněk,Petr,Mgr.,,45.0,ředitel zim. stadionu Břeclav,Břeclav,584291.0,129.0,129.0,A,1948,4.75,4.7559754876828,0,0,0,0.0,0.0,0,0,SNK Evropští demokraté
1493,2006-10-20,56,5,53,Milan,Blažek,PhDr.,,44.0,antikvář,Břeclav,584291.0,53.0,53.0,A,8475,20.69,20.69142313044752,2,0,8578,42.28,42.28740448607345,0,0,Občanská demokratická strana
1494,2006-10-20,56,6,158,Josef,Ševčík,,,43.0,podnikatel - novinář,Zaječí,585050.0,99.0,158.0,A,1646,4.01,4.0186527991406,0,0,0,0.0,0.0,0,0,"""Sdružení nestraníků"""
1495,2006-10-20,56,7,80,Josef,Vašíček,,,52.0,soukromý podnikatel,Praha 3,500097.0,99.0,80.0,A,816,1.99,1.9922361385776,0,0,0,0.0,0.0,0,0,Nezávislí kandidáti
1496,2006-10-20,56,8,1,Jan,Koráb,,,56.0,prokurista,Boleradice,584321.0,1.0,1.0,A,6210,15.16,15.16150296638101,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1497,2006-10-20,56,9,7,Jan,Hajda,Ing.,,56.0,předseda zemědělského družstva,Pavlov,584771.0,7.0,7.0,A,10883,26.57,26.57047291193632,2,0,11707,57.71,57.71259551392654,1,0,Česká strana sociálně demokratická
