,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
728,1999-08-28,27,1,101,Elvíra,Tomášková,JUDr.,,53.0,advokátka,České Budějovice,544256.0,99.0,101.0,A,130,0.41,0.4123188175964,0,0,0,0.0,0.0,0,0,Strana venkova
729,1999-08-28,27,2,14,Otakar,Tyl,Ing.,,53.0,podnikatel,Praha,2.0,99.0,14.0,A,46,0.15,0.1458974277649,0,0,0,0.0,0.0,0,0,Republikánská unie
730,1999-08-28,27,3,53,Jiřina,Jirásková,,,68.0,řed.Div. na Vinohr.,Praha,2.0,99.0,53.0,A,3844,12.19,12.1919502680072,0,0,0,0.0,0.0,0,0,Občanská demokratická strana
731,1999-08-28,27,4,7,Karel,Srp,,,62.0,předseda Artfora,Praha 6,1.0,99.0,7.0,A,327,1.04,1.0371404104158,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
732,1999-08-28,27,5,80,Václav,Fischer,,,45.0,podnikatel,Praha,2.0,99.0,80.0,A,22461,71.24,71.239176631038,1,0,0,0.0,0.0,0,0,Nezávislí kandidáti
733,1999-08-28,27,6,208,Ivan,Medek,,,74.0,důchodce,Praha 7,500186.0,99.0,208.0,A,2948,9.35,9.3501221098036,0,0,0,0.0,0.0,0,0,"Koalice KDU-ČSL,DEU,ODA a US"
734,1999-08-28,27,7,47,Stanislav,Fischer,Ing.,CSc.,62.0,"věd. pr., posl. PS",Praha,2.0,47.0,47.0,A,1725,5.47,5.4711535411843,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
735,1999-08-28,27,8,9,Richard,Knot,PhDr.,,46.0,vydavatel,Praha 5,500143.0,9.0,9.0,A,48,0.15,0.1522407941894,0,0,0,0.0,0.0,0,0,Nezávislá iniciativa (NEI)
