,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
1157,2004-11-05,10,5,88,Koloman,Markovič,,,56.0,invalidní důchodce,České Budějovice,544256.0,99.0,88.0,A,690,2.57,2.57616487455197,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1158,2004-11-05,10,6,53,Tomáš,Jirsa,Ing.,,47.0,starosta města Hluboká n. Vlt.,Hluboká nad Vltavou,544485.0,53.0,53.0,A,12885,48.1,48.10707885304659,2,0,13821,71.51,71.51505743557901,1,0,Občanská demokratická strana
1159,2004-11-05,10,7,134,,,,,,,,,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1160,2004-11-05,13,1,7,Stanislav,Kázecký,Ing.,CSc.,56.0,ekonom,Milevsko,549576.0,99.0,7.0,A,5668,19.08,19.08032047397832,2,0,7527,34.74,34.74427621861152,0,0,Česká strana sociálně demokratická
1161,2004-11-05,13,2,1,Vlasta,Parkanová,JUDr.,,52.0,poslankyně PSP ČR,Sezimovo Ústí,553069.0,1.0,1.0,A,5082,17.1,17.10765501918804,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1162,2004-11-05,13,3,134,Jiří,Štefl,,,55.0,živnostník,Tábor,552046.0,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1163,2004-11-05,13,4,47,Ivan,Nadberežný,Mgr.,,53.0,podnikatel,České Budějovice,544256.0,47.0,47.0,A,4595,15.46,15.46825557126506,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1164,2004-11-05,13,5,53,Pavel,Eybert,Mgr.,,55.0,"senátor PČR, starosta Chýnova",Chýnov,552496.0,53.0,53.0,A,14361,48.34,48.34376893556857,2,0,14137,65.25,65.25572378138847,1,0,Občanská demokratická strana
1165,2004-11-05,16,1,53,Jiří,Oberfalzer,,,50.0,manažer pro firem. záležitosti,Praha 5,500143.0,53.0,53.0,A,11748,36.97,36.97246262785208,2,0,11723,60.47,60.47771357820883,1,0,Občanská demokratická strana
1166,2004-11-05,16,2,1,Tomáš,Jedlička,MUDr.,,45.0,ředitel nemocnice v Hořovicích,Hořovice,531189.0,99.0,1.0,A,5296,16.66,16.66719118804091,2,0,7661,39.52,39.52228642179116,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1167,2004-11-05,16,3,88,Martin,Bezouška,,,49.0,scénarista,Praha 6,500178.0,99.0,88.0,A,1627,5.12,5.12037765538945,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1168,2004-11-05,16,4,138,Jiří,Besser,MUDr.,,47.0,starosta města Berouna,Beroun,531057.0,99.0,138.0,A,3979,12.52,12.52242328874901,0,0,0,0.0,0.0,0,0,Liberální reformní strana
1169,2004-11-05,16,5,47,Rudolf,Peltan,JUDr.,,61.0,politický pracovník,Zdice,532011.0,47.0,47.0,A,4652,14.64,14.64044059795436,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1170,2004-11-05,16,6,137,Otakar,Maňas,MUDr.,,52.0,lékař,Praha,1.0,99.0,137.0,A,615,1.93,1.93548387096774,0,0,0,0.0,0.0,0,0,Strana zdravého rozumu
1171,2004-11-05,16,7,7,Lenka,Šmídová,Mgr.,,48.0,ředitelka úřadu práce,Beroun,531057.0,7.0,7.0,A,3584,11.27,11.27930763178599,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1172,2004-11-05,16,8,152,Dušan,Kučera,,,42.0,podnikatel,Beroun,531057.0,152.0,152.0,A,274,0.86,0.86231313926042,0,0,0,0.0,0.0,0,0,"""Národní strana"""
1173,2004-11-05,16,9,134,Jana,Ladová,,,50.0,učitelka,Beroun,531057.0,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1174,2004-11-05,19,1,134,,,,,,,,,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1175,2004-11-05,19,2,133,Daniel,Kroupa,Mgr.,,55.0,vysokoškolský učitel,Praha 6,500178.0,99.0,133.0,A,3011,11.7,11.7041125709399,0,0,0,0.0,0.0,0,0,Cesta změny
1176,2004-11-05,19,3,53,Jan,Nádvorník,,,55.0,starosta MČ Praha 15,Praha 10,500224.0,53.0,53.0,A,10201,39.65,39.6524916426961,2,0,10407,55.04,55.04310572803723,1,0,Občanská demokratická strana
1177,2004-11-05,19,4,88,Petr,Hoffmann,Ing.,,63.0,radní,Praha 7,500186.0,88.0,88.0,A,245,0.95,0.95234393220866,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1178,2004-11-05,19,5,1,Antonín,Zápotocký,Ing.,,53.0,starosta,Praha,1.0,1.0,1.0,A,3364,13.07,13.0762652569385,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1179,2004-11-05,19,6,129,Petr,Jirava,Ing.,,55.0,obchodní manažér,Praha 4,500119.0,129.0,129.0,A,3689,14.33,14.33957863639897,2,0,8500,44.95,44.95689427196276,0,0,SNK sdružení nezávislých
1180,2004-11-05,19,7,47,Jaroslava,Dlouhá,,,46.0,bankovní úřednice,Praha,1.0,47.0,47.0,A,3085,11.99,11.99175930964782,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1181,2004-11-05,19,8,7,Ivan,David,MUDr.,CSc.,52.0,lékař,Praha 10,500224.0,7.0,7.0,A,2131,8.28,8.28344865117002,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1182,2004-11-05,22,1,88,Antonín,Gondolán,Mgr.,,62.0,hudebník,Praha,1.0,99.0,88.0,A,191,0.66,0.66112841813776,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1183,2004-11-05,22,2,123,Jan,Skácel,Mgr.,,70.0,ekonomický a organiz. poradce,Praha 8,500208.0,123.0,123.0,A,44,0.15,0.15230183454482,0,0,0,0.0,0.0,0,0,České hnutí za národní jednotu
1184,2004-11-05,22,3,143,Milan,Kudyn,MUDr.,,56.0,dětský lékař,Praha 2,500089.0,99.0,143.0,A,2383,8.24,8.24852890273451,0,0,0,0.0,0.0,0,0,Evropští demokraté
1185,2004-11-05,22,4,7,Marie,Alušíková,MUDr.,CSc.,57.0,ředitel Vinohradské nemocnice,Praha 10,500224.0,7.0,7.0,A,3425,11.85,11.85531325718241,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1186,2004-11-05,22,5,1,Lubomír,Mlčoch,Prof. Ing.,CSc.,60.0,profesor ekonomie,Praha,1.0,99.0,1.0,A,1811,6.26,6.26860505365178,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1187,2004-11-05,22,6,13,Blanka,Misconiová,Bc.,,48.0,prez. Asociace domácí péče ČR,Praha 10,500224.0,13.0,13.0,A,538,1.86,1.86223606784354,0,0,0,0.0,0.0,0,0,Občanská demokratická aliance
1188,2004-11-05,22,7,53,Jan,Malypetr,Ing.,CSc.,70.0,stavební inženýr,Praha 10,500224.0,53.0,53.0,A,10068,34.84,34.84942886812045,2,0,10735,44.67,44.67146602305355,0,0,Občanská demokratická strana
1189,2004-11-05,22,8,5,Jaromír,Štětina,,,61.0,novinář a obhájce lidsk  práv,Praha 11,547034.0,99.0,5.0,A,7137,24.7,24.70404984423676,2,0,13296,55.32,55.32853397694644,1,0,Strana zelených
1190,2004-11-05,22,9,47,Karel,Hošek,RSDr.,,59.0,politický pracovník,Praha,1.0,47.0,47.0,A,2864,9.91,9.91346486673589,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1191,2004-11-05,22,10,140,John,Bok,,,59.0,soukromník,Praha 8,500208.0,99.0,140.0,A,429,1.48,1.48494288681204,0,0,0,0.0,0.0,0,0,Balbínova poetická strana
1192,2004-11-05,22,11,80,Štefan,Szabó,,,59.0,důchodce,Praha 3,500097.0,99.0,80.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,Nezávislí kandidáti
1193,2004-11-05,22,12,134,,,,,,,,,,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1194,2004-11-05,25,1,137,Zdislav,Růžička,,,54.0,knihkupec,Praha,1.0,99.0,137.0,A,447,1.4,1.40729779932626,0,0,0,0.0,0.0,0,0,Strana zdravého rozumu
1195,2004-11-05,25,2,88,Jiří,Stanislav,,,57.0,poradce obce legionářské,Horní Dubňany,594083.0,99.0,88.0,A,214,0.67,0.67373988603091,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1196,2004-11-05,25,3,47,Václav,Exner,RNDr.,CSc.,62.0,poslanec Parlamentu ČR,Praha 6,500178.0,47.0,47.0,A,4691,14.76,14.76875609986462,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1197,2004-11-05,25,4,1,Jan,Kačer,Doc.,,68.0,režisér,Praha,1.0,99.0,1.0,A,3455,10.87,10.87743601045241,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1198,2004-11-05,25,5,297,Karel,Schwarzenberg,,,66.0,"lesní hospodář, podnikatel",Sýkořice,542466.0,13.0,102.0,A,10547,33.2,33.20530176620596,2,0,15088,58.16,58.16051191118649,1,0,"Koalice US-DEU, ODA"
1199,2004-11-05,25,6,53,Marie,Kousalíková,Ing.,,58.0,ekonom,Praha 6,500178.0,53.0,53.0,A,10495,33.04,33.04158927053489,2,0,10854,41.83,41.8394880888135,0,0,Občanská demokratická strana
1200,2004-11-05,25,7,7,Jindřich,Tomáš,Ing.,,66.0,technik-poradce,Praha 6,500178.0,7.0,7.0,A,1914,6.02,6.02587916758492,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1201,2004-11-05,28,1,88,Stanislav,Huml,Mgr.,,49.0,státní zaměstnanec,Čelákovice,538132.0,99.0,88.0,A,3304,11.64,11.64487364748176,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1202,2004-11-05,28,2,1,Zuzana,Baudyšová,Ing.,,56.0,ředitelka neziskové organizace,Květnice,564982.0,99.0,1.0,A,3114,10.97,10.97522292320163,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1203,2004-11-05,28,3,47,Jiřina,Fialová,,,54.0,poslankyně Parlamentu ČR,Vraňany,535303.0,47.0,47.0,A,4240,14.94,14.94378458393543,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1204,2004-11-05,28,4,134,Radim,Uzel,MUDr.,CSc.,64.0,lékař,Praha,1.0,99.0,134.0,A,4299,15.15,15.15172875621189,2,0,7604,43.72,43.7237651658904,0,0,"""Sebeobrana voličů"""
1205,2004-11-05,28,5,7,Ctirad,Mikeš,MVDr.,,48.0,ved.odb.životního prostředí,Všetaty,542598.0,7.0,7.0,A,3037,10.7,10.70383815599337,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1206,2004-11-05,28,6,311,Jindra,Hudcová,,,66.0,starostka obce,Libiš,571784.0,129.0,129.0,A,1166,4.1,4.10954076058224,0,0,0,0.0,0.0,0,0,SNK sdružení nezávislých a Evropští demokraté
1207,2004-11-05,28,7,53,Jiří,Nedoma,,,53.0,starosta,Odolena Voda,538574.0,53.0,53.0,A,9213,32.47,32.47101117259366,2,0,9787,56.27,56.27623483410959,1,0,Občanská demokratická strana
1208,2004-11-05,31,1,88,Zdeňka,Jeřábková,Ing.,,54.0,odborný zoolog,Ústí nad Labem,554804.0,99.0,88.0,A,1295,5.21,5.21273598196675,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1209,2004-11-05,31,2,133,Marian,Páleník,Ing.,,40.0,ředitel neziskové organizace,Ústí nad Labem,554804.0,99.0,133.0,A,575,2.31,2.31453528156824,0,0,0,0.0,0.0,0,0,Cesta změny
1210,2004-11-05,31,3,53,Pavel,Sušický,MUDr.,,53.0,lékař,Ústí nad Labem,554804.0,53.0,53.0,A,9773,39.33,39.33904922915911,2,0,11908,56.26,56.26801493172045,1,0,Občanská demokratická strana
1211,2004-11-05,31,4,129,Roman,Hanusch,,,48.0,starosta obce,Chlumec,568015.0,99.0,129.0,A,1128,4.54,4.54051443062432,0,0,0,0.0,0.0,0,0,SNK sdružení nezávislých
1212,2004-11-05,31,5,142,Zdeněk,Kubec,Mgr.,,50.0,předseda ČSTV,Ústí nad Labem,554804.0,142.0,142.0,A,1491,6.0,6.00169061707523,0,0,0,0.0,0.0,0,0,"Sdružení pro zdraví, sport a prosperitu"
1213,2004-11-05,31,6,333,Petr,Hannig,Mgr.,,58.0,hudební skladatel a producent,Praha,1.0,137.0,137.0,A,444,1.78,1.78722376524574,0,0,0,0.0,0.0,0,0,Koalice rozumu a citu za pořádek v naší zemi
1214,2004-11-05,31,7,7,Jaroslav,Brychta,Ing.,,47.0,"technik,organizační pracovník",Ústí nad Labem,554804.0,7.0,7.0,A,2141,8.61,8.61812180493499,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1215,2004-11-05,31,8,47,Jaroslav,Doubrava,,,56.0,senátor Parlamentu ČR,Telnice,568295.0,47.0,47.0,A,7996,32.18,32.18612888942559,2,0,9255,43.73,43.73198506827954,0,0,Komunistická strana Čech a Moravy
1216,2004-11-05,31,9,134,,,,,,,,,,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1217,2004-11-05,34,1,7,František,Vízek,PaedDr.,,63.0,pedagog,Jablonec nad Nisou,563510.0,7.0,7.0,A,3879,12.22,12.22540893189196,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1218,2004-11-05,34,2,53,Přemysl,Sobotka,MUDr.,,60.0,senátor,Liberec,563889.0,53.0,53.0,A,13737,43.29,43.29477764820826,2,0,15876,72.54,72.54615244013891,1,0,Občanská demokratická strana
1219,2004-11-05,34,3,80,Miroslav,Chvála,Ing.,,46.0,úředník,Liberec,563889.0,99.0,80.0,A,2664,8.39,8.39610451006965,0,0,0,0.0,0.0,0,0,Nezávislí kandidáti
1220,2004-11-05,34,4,55,Václav,Srb,,,46.0,podnikatel,Praha,1.0,55.0,55.0,A,315,0.99,0.99278262787985,0,0,0,0.0,0.0,0,0,"Koruna Česká (monar.strana Čech, Moravy a Slezska)"
1221,2004-11-05,34,5,88,Miroslav,Samek,MUDr.,,51.0,lékař,Liberec,563889.0,88.0,88.0,A,3561,11.22,11.22317123136562,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1222,2004-11-05,34,6,137,Lidie,Vajnerová,Ing.,,49.0,manažerka,Liberec,563889.0,99.0,137.0,A,2975,9.37,9.37628037442087,0,0,0,0.0,0.0,0,0,Strana zdravého rozumu
1223,2004-11-05,34,7,47,Josef,Vondruška,JUDr.,,56.0,právník,Liberec,563889.0,47.0,47.0,A,4598,14.49,14.49147467616376,2,0,6008,27.45,27.45384755986108,0,0,Komunistická strana Čech a Moravy
1224,2004-11-05,37,1,1,Jiří,Vitvar,Ing. Mgr.,,41.0,místostarosta města Jičín,Jičín,572659.0,1.0,1.0,A,4237,15.93,15.93995711222301,0,0,0,0.0,0.0,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1225,2004-11-05,37,2,7,Miloš,Petera,Ing.,,46.0,ředitel a.s. Vak Nymburk,Nymburk,537004.0,7.0,7.0,A,3326,12.51,12.51269703923855,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1226,2004-11-05,37,3,88,Iva,Dousková,,,42.0,podnikatelka,Hořice,572926.0,99.0,88.0,A,1996,7.5,7.50912305782325,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1227,2004-11-05,37,4,53,Jiří,Liška,MVDr.,,55.0,senátor,Jičín,572659.0,53.0,53.0,A,12529,47.13,47.13517173921221,2,0,14113,71.4,71.40038449863401,1,0,Občanská demokratická strana
1228,2004-11-05,37,5,47,Vladimír,Jeník,,,55.0,podnikatel,Poděbrady,537683.0,99.0,47.0,A,4493,16.9,16.90305105150295,2,0,5653,28.59,28.59961550136598,0,0,Komunistická strana Čech a Moravy
1229,2004-11-05,37,6,134,,,,,,,,,,,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1230,2004-11-05,40,1,47,Václav,Melša,,,58.0,obchodní ředitel,Zbýšov,534625.0,47.0,47.0,A,4183,18.28,18.28474013201031,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1231,2004-11-05,40,2,53,Bedřich,Moldan,Prof. RNDr.,CSc.,69.0,profesor,Praha 6,500178.0,53.0,53.0,A,5522,24.13,24.13778030336145,2,0,8066,51.22,51.225708116347,1,0,Občanská demokratická strana
1232,2004-11-05,40,3,7,Běla,Hejná,PhDr.,,54.0,psycholog,Kutná Hora,533955.0,99.0,7.0,A,4810,21.02,21.02548411067884,2,0,7680,48.77,48.77429188365299,0,0,Česká strana sociálně demokratická
1233,2004-11-05,40,4,102,Ivo,Šanc,RNDr.,CSc.,49.0,manažer rozvojových projektů,Kutná Hora,533955.0,102.0,102.0,A,3501,15.3,15.30358001486208,0,0,0,0.0,0.0,0,0,Unie svobody - Demokratická unie
1234,2004-11-05,40,5,311,Vladimír,Zeman,Ing.,,62.0,náměstek ministra,Zbýšov,534625.0,99.0,143.0,A,1077,4.7,4.70778511168422,0,0,0,0.0,0.0,0,0,SNK sdružení nezávislých a Evropští demokraté
1235,2004-11-05,40,6,80,Josef,Viktora,Ing.,,54.0,ředitel odboru ZA a Poz. úřadu,Kutná Hora,533955.0,99.0,80.0,A,2356,10.29,10.2985531319666,0,0,0,0.0,0.0,0,0,Nezávislí kandidáti
1236,2004-11-05,40,7,88,Petr,Janda,,,62.0,hudebník,Praha 2,500089.0,99.0,88.0,A,1428,6.24,6.24207719543646,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1237,2004-11-05,40,8,134,,,,,,,,,99.0,134.0,E,0,0.0,0.0,0,0,0,0.0,0.0,0,0,"""Sebeobrana voličů"""
1238,2004-11-05,43,1,88,Stanislav,Baťa,Ing.,,62.0,soudní tlumočník,Pardubice,555134.0,88.0,88.0,A,1245,3.74,3.74605085000752,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ
1239,2004-11-05,43,2,102,Jaroslava,Moserová,Doc. MUDr.,DrSc.,74.0,senátorka,Praha 7,500186.0,99.0,102.0,A,8750,26.32,26.32766661651873,2,0,8834,46.15,46.15947329919531,0,0,Unie svobody - Demokratická unie
1240,2004-11-05,43,3,20,Jiří,Bezák,,,44.0,obchodník,Choceň,580350.0,99.0,20.0,A,832,2.5,2.50338498570783,0,0,0,0.0,0.0,0,0,Strana za životní jistoty
1241,2004-11-05,43,4,53,Jiří,Stříteský,Ing.,,61.0,primátor města Pardubic,Pardubice,555134.0,53.0,53.0,A,12834,38.61,38.6159169550173,2,0,10304,53.84,53.84052670080468,1,0,Občanská demokratická strana
1242,2004-11-05,43,5,7,Zdeněk,Černý,JUDr.,,51.0,předseda Odborového svazu ECHO,Nymburk,537004.0,99.0,7.0,A,3440,10.35,10.35053407552279,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1243,2004-11-05,43,6,47,Václav,Snopek,Mgr.,CSc.,53.0,sociolog,Pardubice,555134.0,47.0,47.0,A,6134,18.45,18.45644651722581,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1244,2004-11-05,46,1,53,Jiří,Čepelka,,,51.0,starosta města,Ústí nad Orlicí,579891.0,53.0,53.0,A,10702,36.63,36.63688336585532,2,0,9771,49.84,49.84949747461864,0,0,Občanská demokratická strana
1245,2004-11-05,46,2,1,Ludmila,Müllerová,Ing.,,50.0,nám. ministra práce a soc.věcí,Dolní Čermná,580112.0,1.0,1.0,A,7844,26.85,26.85289788093526,2,0,9830,50.15,50.15050252538135,1,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1246,2004-11-05,46,3,7,Jaroslav,Demel,RNDr.,,62.0,ředitel školy,Česká Třebová,580031.0,99.0,7.0,A,4295,14.7,14.70336517065489,0,0,0,0.0,0.0,0,0,Česká strana sociálně demokratická
1247,2004-11-05,46,4,47,Jaroslav,Fišer,RSDr.,,52.0,vedoucí prodejny,Ústí nad Orlicí,579891.0,99.0,47.0,A,3823,13.08,13.08753551744205,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1248,2004-11-05,46,5,55,Adam,Bubna-Litic,,,77.0,podnikatel,Doudleby nad Orlicí,576301.0,99.0,55.0,A,354,1.21,1.21187223990962,0,0,0,0.0,0.0,0,0,"Koruna Česká (monar.strana Čech, Moravy a Slezska)"
